Coding,Value,Meaning
19,W1090,W10.90 Fall on and from stairs and steps; Unspecified place; While engaged in sports activity
19,W1092,W10.92 Fall on and from stairs and steps; Unspecified place; While working for income
19,W11,W11 Fall on and from ladder
19,W110,W11.0 Home
19,W1103,W11.03 Fall on and from ladder; Home; While engaged in other types of work
19,W1109,W11.09 Fall on and from ladder; Home; During unspecified activity
19,W111,W11.1 Residential institution
19,W112,"W11.2 School, other institution and public administrative area"
19,W113,W11.3 Sports and athletics area
19,W114,W11.4 Street and highway
19,W115,W11.5 Trade and service area
19,W116,W11.6 Industrial and construction area
19,W117,W11.7 Farm
19,W118,W11.8 Other specified place
19,W1182,W11.82 Fall on and from ladder; Other specified places; While working for income
19,W119,W11.9 Unspecified place
19,W1199,W11.99 Fall on and from ladder; Unspecified place; During unspecified activity
19,W12,W12 Fall on and from scaffolding
19,W120,W12.0 Home
19,W121,W12.1 Residential institution
19,W122,"W12.2 School, other institution and public administrative area"
19,W123,W12.3 Sports and athletics area
19,W124,W12.4 Street and highway
19,W125,W12.5 Trade and service area
19,W126,W12.6 Industrial and construction area
19,W1262,W12.62 Fall on and from scaffolding; Industrial and construction area; While working for income
19,W127,W12.7 Farm
19,W128,W12.8 Other specified place
19,W129,W12.9 Unspecified place
19,W1292,"W12.92 Fall on and from scaffolding, Unspecified place, While working for income"
19,W1299,W12.99 Fall on and from scaffolding; Unspecified place; During unspecified activity
19,W13,"W13 Fall from, out of or through building or structure"
19,W130,W13.0 Home
19,W1308,"W13.08 Fall from, out of or through building or structure; Home; While engaged in other specified activities"
19,W131,W13.1 Residential institution
19,W132,"W13.2 School, other institution and public administrative area"
19,W133,W13.3 Sports and athletics area
19,W134,W13.4 Street and highway
19,W135,W13.5 Trade and service area
19,W136,W13.6 Industrial and construction area
19,W137,W13.7 Farm
19,W138,W13.8 Other specified place
19,W1389,"W13.89 Fall from, out of or through building or structure; Other specified places; During unspecified activity"
19,W139,W13.9 Unspecified place
19,W14,W14 Fall from tree
19,W140,W14.0 Home
19,W141,W14.1 Residential institution
19,W142,"W14.2 School, other institution and public administrative area"
19,W143,W14.3 Sports and athletics area
19,W144,W14.4 Street and highway
19,W145,W14.5 Trade and service area
19,W146,W14.6 Industrial and construction area
19,W147,W14.7 Farm
19,W148,W14.8 Other specified place
19,W149,W14.9 Unspecified place
19,W15,W15 Fall from cliff
19,W150,W15.0 Home
19,W151,W15.1 Residential institution
19,W152,"W15.2 School, other institution and public administrative area"
19,W153,W15.3 Sports and athletics area
19,W154,W15.4 Street and highway
19,W155,W15.5 Trade and service area
19,W156,W15.6 Industrial and construction area
19,W157,W15.7 Farm
19,W158,W15.8 Other specified place
19,W159,W15.9 Unspecified place
19,W16,W16 Diving or jumping into water causing injury other than drowning or submersion
19,W160,W16.0 Home
19,W161,W16.1 Residential institution
19,W162,"W16.2 School, other institution and public administrative area"
19,W163,W16.3 Sports and athletics area
19,W164,W16.4 Street and highway
19,W165,W16.5 Trade and service area
19,W166,W16.6 Industrial and construction area
19,W167,W16.7 Farm
19,W168,W16.8 Other specified place
19,W169,W16.9 Unspecified place
19,W17,W17 Other fall from one level to another
19,W170,W17.0 Home
19,W1709,"W17.09 Other fall from one level to another, Home , During unspecified activity"
19,W171,W17.1 Residential institution
19,W172,"W17.2 School, other institution and public administrative area"
19,W173,W17.3 Sports and athletics area
19,W174,W17.4 Street and highway
19,W175,W17.5 Trade and service area
19,W176,W17.6 Industrial and construction area
19,W177,W17.7 Farm
19,W178,W17.8 Other specified place
19,W1781,W17.81 Other fall from one level to another; Other specified places; While engaged in leisure activity
19,W179,W17.9 Unspecified place
19,W1799,W17.99 Other fall from one level to another; Unspecified place; During unspecified activity
19,W18,W18 Other fall on same level
19,W180,W18.0 Home
19,W1804,"W18.04 Other fall on same level, Home , While resting, sleeping, eating or engaging in other vital activities"
19,W1809,W18.09 Other fall on same level: Home: During unspecified activity 
19,W181,W18.1 Residential institution
19,W182,"W18.2 School, other institution and public administrative area"
19,W1822,"W18.22 Other fall on same level; School, other institution and public administrative area; While working for income"
19,W183,W18.3 Sports and athletics area
19,W184,W18.4 Street and highway
19,W1848,W18.48 Other fall on same level; Street and highway; While engaged in other specified activities
19,W1849,W18.49 Other fall on same level; Street and highway; During unspecified activity
19,W185,W18.5 Trade and service area
19,W186,W18.6 Industrial and construction area
19,W187,W18.7 Farm
19,W188,W18.8 Other specified place
19,W1889,W18.89 Other fall on same level; Other specified places; During unspecified activity
19,W189,W18.9 Unspecified place
19,W1893,W18.93 Other fall on same level; Unspecified place; While engaged in other types of work
19,W1899,W18.99 Other fall on same level; Unspecified place; During unspecified activity
19,W19,W19 Unspecified fall
19,W190,W19.0 Home
19,W1908,W19.08 Unspecified fall; Home; While engaged in other specified activities
19,W1909,W19.09 Unspecified fall; Home; During unspecified activity
19,W191,W19.1 Residential institution
19,W192,"W19.2 School, other institution and public administrative area"
19,W193,W19.3 Sports and athletics area
19,W194,W19.4 Street and highway
19,W195,W19.5 Trade and service area
19,W1959,W19.59 Unspecified fall; Trade and service area; During unspecified activity
19,W196,W19.6 Industrial and construction area
19,W197,W19.7 Farm
19,W198,W19.8 Other specified place
19,W1981,W19.81 Unspecified fall; Other specified places; While engaged in leisure activity
19,W199,W19.9 Unspecified place
19,W20,"W20 Struck by thrown, projected or falling object"
19,W200,W20.0 Home
19,W201,W20.1 Residential institution
19,W202,"W20.2 School, other institution and public administrative area"
19,W2022,"W20.22 Struck by thrown, projected or falling object; School, other institution and public administrative area ;While working for income"
19,W203,W20.3 Sports and athletics area
19,W204,W20.4 Street and highway
19,W2049,"W20.49 Struck by thrown, projected or falling object; Street and highway;During unspecified activity"
19,W205,W20.5 Trade and service area
19,W2052,"W20.52 Struck by thrown, projected or falling object; Trade and service area;While working for income"
19,W206,W20.6 Industrial and construction area
19,W2062,"W20.62 Struck by thrown, projected or falling object; Industrial and construction area ;While working for income"
19,W207,W20.7 Farm
19,W208,W20.8 Other specified place
19,W209,W20.9 Unspecified place
19,W2092,"W20.92 Struck by thrown, projected or falling object, Unspecified place, While working for income"
19,W2099,"W20.99 Struck by thrown, projected or falling object; Unspecified place ;During unspecified activity"
19,W21,W21 Striking against or struck by sports equipment
19,W210,W21.0 Home
19,W211,W21.1 Residential institution
19,W212,"W21.2 School, other institution and public administrative area"
19,W213,W21.3 Sports and athletics area
19,W2130,W21.30 Striking against or struck by sports equipment; Sports and athletics area;While engaged in sports activity
19,W214,W21.4 Street and highway
19,W215,W21.5 Trade and service area
19,W216,W21.6 Industrial and construction area
19,W217,W21.7 Farm
19,W218,W21.8 Other specified place
19,W219,W21.9 Unspecified place
19,W22,W22 Striking against or struck by other objects
19,W220,W22.0 Home
19,W2203,W22.03 Striking against or struck by other objects; Home; While engaged in other types of work
19,W2209,W22.09 Striking against or struck by other objects; Home; During unspecified activity
19,W221,W22.1 Residential institution
19,W222,"W22.2 School, other institution and public administrative area"
19,W223,W22.3 Sports and athletics area
19,W224,W22.4 Street and highway
19,W2241,W22.41 Striking against or struck by other objects; Street and highway;While engaged in leisure activity
19,W225,W22.5 Trade and service area
19,W226,W22.6 Industrial and construction area
19,W2262,W22.62 Striking against or struck by other objects; Industrial and construction area ;While working for income
19,W227,W22.7 Farm
19,W228,W22.8 Other specified place
19,W2288,W22.88 Striking against or struck by other objects; Other specified places ;While engaged in other specified activities
19,W229,W22.9 Unspecified place
19,W23,"W23 Caught, crushed, jammed or pinched in or between objects"
19,W230,W23.0 Home
19,W2303,"W23.03 Caught, crushed, jammed or pinched in or between objects; Home; While engaged in other types of work"
19,W2308,"W23.08 Caught, crushed, jammed or pinched in or between objects; Home; While engaged in other specified activities"
19,W2309,"W23.09 Caught, crushed, jammed or pinched in or between objects; Home; During unspecified activity"
19,W231,W23.1 Residential institution
19,W232,"W23.2 School, other institution and public administrative area"
19,W233,W23.3 Sports and athletics area
19,W234,W23.4 Street and highway
19,W235,W23.5 Trade and service area
19,W2352,"W23.52 Caught, crushed, jammed or pinched in or between objects; Trade and service area;While working for income"
19,W236,W23.6 Industrial and construction area
19,W2369,"W23.69 Caught, crushed, jammed or pinched in or between objects; Industrial and construction area ;During unspecified activity"
19,W237,W23.7 Farm
19,W238,W23.8 Other specified place
19,W2382,"W23.82 Caught, crushed, jammed or pinched in or between objects; Other specified places ;While working for income"
19,W239,W23.9 Unspecified place
19,W2392,"W23.92 Caught, crushed, jammed or pinched in or between objects; Unspecified place ;While working for income"
19,W2399,"W23.99 Caught, crushed, jammed or pinched in or between objects; Unspecified place ;During unspecified activity"
19,W24,"W24 Contact with lifting and transmission devices, not elsewhere classified"
19,W240,W24.0 Home
19,W241,W24.1 Residential institution
19,W242,"W24.2 School, other institution and public administrative area"
19,W243,W24.3 Sports and athletics area
19,W244,W24.4 Street and highway
19,W245,W24.5 Trade and service area
19,W246,W24.6 Industrial and construction area
19,W247,W24.7 Farm
19,W248,W24.8 Other specified place
19,W2482,"W24.82 Contact with lifting and transmission devices, not elsewhere classified; Other specified places ;While working for income"
19,W249,W24.9 Unspecified place
19,W25,W25 Contact with sharp glass
19,W250,W25.0 Home
19,W2503,W25.03 Contact with sharp glass; Home; While engaged in other types of work
19,W2509,W25.09 Contact with sharp glass; Home; During unspecified activity
19,W251,W25.1 Residential institution
